ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Lithuania,Statutory nominal gross monthly minimum wage,LTU - ADM - Labour legislation,Currency: Local currency,"2017","380",Currency: LTU - Euro (EUR),Repository: Eurostat | Data reference period: July
Lithuania,Statutory nominal gross monthly minimum wage,LTU - ADM - Labour legislation,Currency: 2017 PPP $,"2017","768.97",Currency: LTU - Euro (EUR),Repository: Eurostat | Data reference period: July
Lithuania,Statutory nominal gross monthly minimum wage,LTU - ADM - Labour legislation,Currency: U.S. dollars,"2017","429.28",Currency: LTU - Euro (EUR),Repository: Eurostat | Data reference period: July
Lithuania,Statutory nominal gross monthly minimum wage,LTU - ADM - Labour legislation,Currency: Local currency,"2018","400",Currency: LTU - Euro (EUR),Repository: Eurostat | Data reference period: July
Lithuania,Statutory nominal gross monthly minimum wage,LTU - ADM - Labour legislation,Currency: 2017 PPP $,"2018","795.04",Currency: LTU - Euro (EUR),Repository: Eurostat | Data reference period: July
Lithuania,Statutory nominal gross monthly minimum wage,LTU - ADM - Labour legislation,Currency: U.S. dollars,"2018","472.38",Currency: LTU - Euro (EUR),Repository: Eurostat | Data reference period: July
Lithuania,Statutory nominal gross monthly minimum wage,LTU - ADM - Labour legislation,Currency: Local currency,"2019","555",Currency: LTU - Euro (EUR),Repository: Eurostat | Data reference period: July
Lithuania,Statutory nominal gross monthly minimum wage,LTU - ADM - Labour legislation,Currency: U.S. dollars,"2019","621.31",Currency: LTU - Euro (EUR),Repository: Eurostat | Data reference period: July
Lithuania,Statutory nominal gross monthly minimum wage,LTU - ADM - Labour legislation,Currency: Local currency,"2020","607",Currency: LTU - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2010","1724.81",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: 2017 PPP $,"2010","1763.26",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2010","2286.61",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2011","1757.56",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: 2017 PPP $,"2011","1813.51",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2011","2446.44",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2012","1801.49",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: 2017 PPP $,"2012","1848.57",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2012","2314.53",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2013","1874.19",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: 2017 PPP $,"2013","1942.75",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2013","2489.15",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2014","1921.03",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: 2017 PPP $,"2014","1974.01",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2014","2552.09",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2015","1922.96",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: 2017 PPP $,"2015","1968.2",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2015","2133.55",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2016","1922.96",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: 2017 PPP $,"2016","1995.52",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2016","2128.53",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2017","1998.59",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: 2017 PPP $,"2017","2080.88",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2017","2257.77",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2018","1998.59",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: 2017 PPP $,"2018","2084.71",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2018","2360.24",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2019","2089.75",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: U.S. dollars,"2019","2339.42",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Luxembourg,Statutory nominal gross monthly minimum wage,LUX - ADM - Labour legislation,Currency: Local currency,"2020","2141.99",Currency: LUX - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2010","253.77",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: 2017 PPP $,"2010","448.12",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2010","336.43",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2011","281.97",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: 2017 PPP $,"2011","487.98",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2011","392.49",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2012","287.07",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: 2017 PPP $,"2012","494.52",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2012","368.82",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2013","284.74",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: 2017 PPP $,"2013","504.63",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2013","378.17",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2014","320",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: 2017 PPP $,"2014","561.69",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2014","425.12",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2015","360",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: 2017 PPP $,"2015","632.33",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2015","399.42",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2016","370",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: 2017 PPP $,"2016","659.43",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2016","409.55",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2017","380",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: 2017 PPP $,"2017","677.7",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2017","429.28",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2018","430",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: 2017 PPP $,"2018","759.07",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2018","507.81",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2019","430",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: U.S. dollars,"2019","481.37",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Latvia,Statutory nominal gross monthly minimum wage,LVA - ADM - Labour legislation,Currency: Local currency,"2020","430",Currency: LVA - Euro (EUR),Repository: Eurostat | Data reference period: July
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: Local currency,"2010","2029",Currency: MAR - Moroccan dirham (MAD),Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: 2017 PPP $,"2010","481.13",Currency: MAR - Moroccan dirham (MAD),Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: U.S. dollars,"2010","241.06",Currency: MAR - Moroccan dirham (MAD),Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: Local currency,"2011","2231",Currency: MAR - Moroccan dirham (MAD),Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: 2017 PPP $,"2011","540.82",Currency: MAR - Moroccan dirham (MAD),Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: U.S. dollars,"2011","275.78",Currency: MAR - Moroccan dirham (MAD),Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: Local currency,"2012","2334",Currency: MAR - Moroccan dirham (MAD),Repository: Media Reports | Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: 2017 PPP $,"2012","578.39",Currency: MAR - Moroccan dirham (MAD),Repository: Media Reports | Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: U.S. dollars,"2012","270.5",Currency: MAR - Moroccan dirham (MAD),Repository: Media Reports | Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: Local currency,"2013","2334",Currency: MAR - Moroccan dirham (MAD),Repository: Media Reports | Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: 2017 PPP $,"2013","557.53",Currency: MAR - Moroccan dirham (MAD),Repository: Media Reports | Economic activity coverage: Industry only
Morocco,Statutory nominal gross monthly minimum wage,MAR - ADM - Labour legislation,Currency: U.S. dollars,"2013","277.68",Currency: MAR - Moroccan dirham (MAD),Repository: Media Reports | Economic activity coverage: Industry only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: Local currency,"2010","1100",Currency: MDA - Moldovan leu (MDL),Repository: Media Reports | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: 2017 PPP $,"2010","212.26",Currency: MDA - Moldovan leu (MDL),Repository: Media Reports | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: U.S. dollars,"2010","88.93",Currency: MDA - Moldovan leu (MDL),Repository: Media Reports | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: Local currency,"2012","1300",Currency: MDA - Moldovan leu (MDL),Repository: Media Reports | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: 2017 PPP $,"2012","254.76",Currency: MDA - Moldovan leu (MDL),Repository: Media Reports | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: U.S. dollars,"2012","107.34",Currency: MDA - Moldovan leu (MDL),Repository: Media Reports | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: Local currency,"2013","1400",Currency: MDA - Moldovan leu (MDL),Repository: Media Reports | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: 2017 PPP $,"2013","276.58",Currency: MDA - Moldovan leu (MDL),Repository: Media Reports | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: U.S. dollars,"2013","111.23",Currency: MDA - Moldovan leu (MDL),Repository: Media Reports | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: Local currency,"2015","1000",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,Data reference period: December | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: 2017 PPP $,"2015","192.75",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,Data reference period: December | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: U.S. dollars,"2015","53.14",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,Data reference period: December | Institutional sector coverage: Private sector only
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: Local currency,"2016","1000",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: 2017 PPP $,"2016","193.92",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: U.S. dollars,"2016","50.19",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: Local currency,"2017","1000",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: 2017 PPP $,"2017","156.68",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: U.S. dollars,"2017","54.06",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: Local currency,"2018","1000",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: 2017 PPP $,"2018","155.76",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: U.S. dollars,"2018","59.52",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: Local currency,"2019","1000",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: U.S. dollars,"2019","56.9",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Moldova,Statutory nominal gross monthly minimum wage,MDA - ADM - Labour legislation,Currency: Local currency,"2020","1000",Currency: MDA - Moldovan leu (MDL) | Type of minimum wage: Singular national minimum wage,"Repository: CIS-STAT | Data reference period: December | Geographical coverage: Total national, excluding overseas territories"
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: Local currency,"2010","77062.6",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: 2017 PPP $,"2010","116.8",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: U.S. dollars,"2010","36.87",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: Local currency,"2011","90235.6",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: 2017 PPP $,"2011","128.87",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: U.S. dollars,"2011","44.56",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: Local currency,"2012","100011",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: 2017 PPP $,"2012","141.56",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: U.S. dollars,"2012","45.56",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: Local currency,"2013","108019",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: 2017 PPP $,"2013","142.4",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Madagascar,Statutory nominal gross monthly minimum wage,MDG - ADM - Labour legislation,Currency: U.S. dollars,"2013","48.95",Currency: MDG - Malagasy ariary (MGA),Economic activity coverage: Excluding agriculture
Maldives,Statutory nominal gross monthly minimum wage,MDV - ADM - Labour legislation,Currency: Local currency,"2010","3100",Currency: MDV - Rufiyaa (MVR),Repository: Media Reports
Maldives,Statutory nominal gross monthly minimum wage,MDV - ADM - Labour legislation,Currency: U.S. dollars,"2010","242.19",Currency: MDV - Rufiyaa (MVR),Repository: Media Reports
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: Local currency,"2013","12268",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: 2017 PPP $,"2013","519.8",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: U.S. dollars,"2013","264.42",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: Local currency,"2014","13140",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: 2017 PPP $,"2014","568.82",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: U.S. dollars,"2014","282.96",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: Local currency,"2015","13986",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: 2017 PPP $,"2015","605.18",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: U.S. dollars,"2015","251.83",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: Local currency,"2016","14563",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: 2017 PPP $,"2016","651.18",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: U.S. dollars,"2016","261.31",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: Local currency,"2017","17130",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: 2017 PPP $,"2017","757.86",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: U.S. dollars,"2017","313.36",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: Local currency,"2018","17370",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: 2017 PPP $,"2018","764.56",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
North Macedonia,Statutory nominal gross monthly minimum wage,MKD - ADM - Labour legislation,Currency: U.S. dollars,"2018","333.35",Currency: MKD - Denar (MKD),Repository: Eurostat | Data reference period: July
Mali,Statutory nominal gross monthly minimum wage,MLI - ADM - Labour legislation,Currency: Local currency,"2010","28460",Currency: MLI - West African CFA franc (XOF),
Mali,Statutory nominal gross monthly minimum wage,MLI - ADM - Labour legislation,Currency: 2017 PPP $,"2010","126.6",Currency: MLI - West African CFA franc (XOF),
Mali,Statutory nominal gross monthly minimum wage,MLI - ADM - Labour legislation,Currency: U.S. dollars,"2010","57.52",Currency: MLI - West African CFA franc (XOF),
Mali,Statutory nominal gross monthly minimum wage,MLI - ADM - Labour legislation,Currency: Local currency,"2011","28460",Currency: MLI - West African CFA franc (XOF),
Mali,Statutory nominal gross monthly minimum wage,MLI - ADM - Labour legislation,Currency: 2017 PPP $,"2011","126.85",Currency: MLI - West African CFA franc (XOF),
Mali,Statutory nominal gross monthly minimum wage,MLI - ADM - Labour legislation,Currency: U.S. dollars,"2011","60.39",Currency: MLI - West African CFA franc (XOF),
Mali,Statutory nominal gross monthly minimum wage,MLI - ADM - Labour legislation,Currency: Local currency,"2012","28460",Currency: MLI - West African CFA franc (XOF),
