ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: Local currency,"2010","4000",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: 2017 PPP $,"2010","258.23",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: U.S. dollars,"2010","86.11",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: Local currency,"2011","5000",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: 2017 PPP $,"2011","297.83",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: U.S. dollars,"2011","106.96",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: Local currency,"2012","5000",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: 2017 PPP $,"2012","292.57",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: U.S. dollars,"2012","98.19",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: Local currency,"2013","5000",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: 2017 PPP $,"2013","283.19",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: U.S. dollars,"2013","90.29",Currency: AFG - Afghani (AFN),Repository: Media Reports | Institutional sector coverage: Public sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: Local currency,"2015","5000",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: 2017 PPP $,"2015","290.79",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: U.S. dollars,"2015","81.77",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: Local currency,"2016","5000",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: 2017 PPP $,"2016","288.98",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: U.S. dollars,"2016","73.67",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: Local currency,"2017","5500",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: 2017 PPP $,"2017","316.82",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: U.S. dollars,"2017","80.85",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: Local currency,"2018","5500",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: U.S. dollars,"2018","76.3",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: Local currency,"2019","5500",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Afghanistan,Statutory nominal gross monthly minimum wage,AFG - ADM - Labour legislation,Currency: U.S. dollars,"2019","70.75",Currency: AFG - Afghani (AFN),Institutional sector coverage: Private sector only
Angola,Statutory nominal gross monthly minimum wage,AGO - ADM - Labour legislation,Currency: Local currency,"2010","9371",Currency: AGO - Kwanza (AOA),
Angola,Statutory nominal gross monthly minimum wage,AGO - ADM - Labour legislation,Currency: U.S. dollars,"2010","101.96",Currency: AGO - Kwanza (AOA),
Angola,Statutory nominal gross monthly minimum wage,AGO - ADM - Labour legislation,Currency: Local currency,"2015","15003",Currency: AGO - Kwanza (AOK) | Type of minimum wage: Singular national minimum wage,
Angola,Statutory nominal gross monthly minimum wage,AGO - ADM - Labour legislation,Currency: Local currency,"2016","15003",Currency: AGO - Kwanza (AOK) | Type of minimum wage: Singular national minimum wage,
Angola,Statutory nominal gross monthly minimum wage,AGO - ADM - Labour legislation,Currency: Local currency,"2017","16503.3",Currency: AGO - Kwanza (AOK) | Type of minimum wage: Singular national minimum wage,
Angola,Statutory nominal gross monthly minimum wage,AGO - ADM - Labour legislation,Currency: Local currency,"2018","16503.3",Currency: AGO - Kwanza (AOK) | Type of minimum wage: Singular national minimum wage,
Angola,Statutory nominal gross monthly minimum wage,AGO - ADM - Labour legislation,Currency: Local currency,"2019","21454",Currency: AGO - Kwanza (AOA) | Type of minimum wage: Singular national minimum wage,
Angola,Statutory nominal gross monthly minimum wage,AGO - ADM - Labour legislation,Currency: U.S. dollars,"2019","58.81",Currency: AGO - Kwanza (AOA) | Type of minimum wage: Singular national minimum wage,
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2010","19000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: 2017 PPP $,"2010","331.43",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2010","182.8",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2011","20000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: 2017 PPP $,"2011","357.57",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2011","198.22",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2012","21000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: 2017 PPP $,"2012","388.36",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2012","194.11",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2013","22000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: 2017 PPP $,"2013","403.83",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2013","208.2",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2014","22000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: 2017 PPP $,"2014","404.39",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2014","208.57",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2015","22000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: 2017 PPP $,"2015","418.05",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2015","174.66",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2016","22000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: 2017 PPP $,"2016","413.89",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2016","177.22",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2017","24000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: 2017 PPP $,"2017","466.65",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2017","201.51",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2018","24000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: 2017 PPP $,"2018","469.45",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2018","222.24",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2019","26000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: U.S. dollars,"2019","236.68",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Albania,Statutory nominal gross monthly minimum wage,ALB - ADM - Labour legislation,Currency: Local currency,"2020","26000",Currency: ALB - Lek (ALL),Repository: Eurostat | Data reference period: July
Andorra,Statutory nominal gross monthly minimum wage,AND - OE - Estimations du département des statistiques,Currency: Local currency,"2015","975.87",Currency: AND - Euro (EUR) | Type of minimum wage: Singular national minimum wage,
Andorra,Statutory nominal gross monthly minimum wage,AND - OE - Estimations du département des statistiques,Currency: U.S. dollars,"2015","1082.74",Currency: AND - Euro (EUR) | Type of minimum wage: Singular national minimum wage,
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2010","1740",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2010","446.58",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2011","2300",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: 2017 PPP $,"2011","727.58",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2011","559.59",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2012","2670",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: 2017 PPP $,"2012","733.6",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2012","588.5",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2013","3300",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: 2017 PPP $,"2013","725.63",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2013","604.47",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2014","4400",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: 2017 PPP $,"2014","692.65",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2014","544.87",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2015","5588",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: 2017 PPP $,"2015","701.2",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2015","605.21",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2016","7560",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: 2017 PPP $,"2016","695.95",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2016","512.26",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2017","8860",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: 2017 PPP $,"2017","819.77",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2017","534.94",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2018","11300",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: 2017 PPP $,"2018","797.65",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2018","402.21",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2019","16875",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: U.S. dollars,"2019","350.48",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Argentina,Statutory nominal gross monthly minimum wage,ARG - ADM - Registros Administrativos y Fuentes Relacionadas,Currency: Local currency,"2020","16875",Currency: ARG - Argentine peso (ARS),Age coverage - minimum age: 18 years old
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2010","30000",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: 2017 PPP $,"2010","189.02",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2010","80.29",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2011","32500",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: 2017 PPP $,"2011","196.22",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2011","87.25",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2012","32500",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: 2017 PPP $,"2012","222.63",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2012","80.89",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2013","45000",Currency: ARM - Dram (AMD),Repository: Media Reports
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: 2017 PPP $,"2013","313.61",Currency: ARM - Dram (AMD),Repository: Media Reports
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2013","109.86",Currency: ARM - Dram (AMD),Repository: Media Reports
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2014","50000",Currency: ARM - Dram (AMD),Data reference period: July
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: 2017 PPP $,"2014","271.65",Currency: ARM - Dram (AMD),Data reference period: July
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2014","120.22",Currency: ARM - Dram (AMD),Data reference period: July
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2015","55000",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: 2017 PPP $,"2015","383.77",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2015","115.08",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2016","55000",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: 2017 PPP $,"2016","400.43",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2016","114.47",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2017","55000",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: 2017 PPP $,"2017","328.73",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2017","113.94",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2018","55000",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: 2017 PPP $,"2018","328.48",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2018","113.87",Currency: ARM - Dram (AMD),
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2019","550000",Currency: ARM - Dram (AMD),Repository: CIS-STAT | Repository: Media Reports
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: U.S. dollars,"2019","1144.77",Currency: ARM - Dram (AMD),Repository: CIS-STAT | Repository: Media Reports
Armenia,Statutory nominal gross monthly minimum wage,ARM - ADM - Labour legislation,Currency: Local currency,"2020","680000",Currency: ARM - Dram (AMD),Repository: CIS-STAT | Repository: Media Reports
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2010","2470",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: 2017 PPP $,"2010","1589.67",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2010","2265.72",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2011","2554",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: 2017 PPP $,"2011","1672.95",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2011","2634.45",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2012","2628",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: 2017 PPP $,"2012","1699.65",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2012","2721.06",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2013","2696",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: 2017 PPP $,"2013","1775.84",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2013","2602.71",Currency: AUS - Australian dollar (AUD),
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2014","2775.1",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | Break in series: Other or unspecified type of break | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: 2017 PPP $,"2014","1813.53",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | Break in series: Other or unspecified type of break | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2014","2501.52",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | Break in series: Other or unspecified type of break | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2015","2844.38",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: 2017 PPP $,"2015","1840.48",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2015","2136.88",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2016","2912.79",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: 2017 PPP $,"2016","1900.31",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: U.S. dollars,"2016","2165.3",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: Local currency,"2017","3008.92",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
Australia,Statutory nominal gross monthly minimum wage,AUS - ADM - Labour legislation,Currency: 2017 PPP $,"2017","1949.63",Currency: AUS - Australian dollar (AUD) | Type of minimum wage: Singular national minimum wage | ILO calculation: Monthly figure calculated as weekly figure multiplied by 4.33 weeks,
